Image,Label
7726,6
22073,5
5952,0
26928,0
267,2 4
25319,0
2611,7
18815,6 4
1184,4
27147,3 4
13364,6
25272,0 4
7997,6 4
30977,9
23044,1 4
3241,4
3982,6 7
18961,0
29951,7
13631,6
21770,0 4
29036,3 4
22547,6 4
16888,0
11920,3
23149,8
1701,2 4
12915,5
25787,0 4
3570,4
7409,5 4
2344,6 5 4
12526,9
18494,8 4
13853,6 5 4
15633,4
14759,5
12360,6 5
29103,6 5 4
25143,6 0 4
22101,7
16205,6 4
7413,3 4
11059,5
5706,4 7
5205,6 4
30308,6
24928,2 4
12154,4
2786,2 4
22684,4
13714,9
18077,4
16125,7
14270,1 4
19147,3 2 4
26975,6 7
5545,6 4
13418,7
3,5
30345,6 4
20103,6 4
11397,2 4
20218,6
3420,6 4
16602,5
25725,2
796,8 6
2116,4
13646,0 4
23975,2
2415,4
7555,6 4
14877,8 4
13625,0
20016,0
10395,0
326,4 7
6507,7
24211,3 2 4
16292,3
23877,0
21476,0
24151,6 3 4
13065,4 7
17833,4
9660,0 2 4
7943,6 4
24173,4
27331,3
30326,6 4
21713,0
686,1 4
12210,6 4
16810,2 4
8630,1
25729,6 9
3299,4
25334,6 4
12872,2 4
30682,3 4 7
471,6 4
8141,3 4
20207,4
28309,6 2
311,6
12956,2
16933,3
23322,6 3 4
20540,9
14450,6 4
18075,4
12559,2 4
10497,6
3714,7
11410,1
23416,4
6328,1 4
14437,6 4
6465,2 4 7
24929,6
28416,6 4
11759,8 0
1458,9
5943,5 4
29322,6 9
5022,0
18759,6 1 4
28319,1
18633,8
1817,4 7
10233,5 4
696,6 7
890,6 4
4248,0 4
20097,6
25856,7
17887,6 4 7
17599,6
23940,6 1
16817,9
15601,4
5170,3 4
5244,6 9
26219,3 4
29746,3
21727,4 7
7276,8 6 4
22582,3 4
20526,9
26343,6
15701,0 4
10600,7
18909,6 9
15147,6 1 4
12663,6
13717,0
20603,3 2
18399,0 5
22923,8
13682,9
11805,6
7300,5
24757,2 4
28753,8 4
3852,4
15552,6 4
17235,5 4
3803,4 7
22158,3
27898,6
9787,6 1 7
29926,3 1 4
4872,2
23734,9 5
13074,2 4 7
7450,4
12159,4
22989,3
3269,6 4
3257,8
8593,4
14202,9
3293,6 4
16608,3
7734,0
8190,6 4
22099,7
4679,8 7
5814,6 3 4
18363,6 4
7495,2
2166,2 4
23120,6
23159,4
13844,6 4
13636,1
19099,6 4
658,0 4
28252,0
2662,6
4195,3
12513,6 4
21319,6
22565,7
17704,2 4
25193,4 7
1728,4
255,8
5722,9 7
18980,4 7
15992,1
11612,2
18956,3
15620,4
8635,4 7
30368,7
25715,0
26301,0 4
10326,6 4
24041,6 4
26115,3
27177,6 1 4
9393,6 4
22495,1
30709,4
28004,4 7
5233,0
27897,6
9546,3
19766,4
1638,1
4175,6 2
28754,8 6
26627,4
13619,1 4
4898,0
898,1 4
14988,6 5
21488,7
6512,4
22823,9 7
569,2
26773,6 2 4 7
17332,6 4
12346,9
2856,4
2108,3
10030,9
13033,6 1
193,8 6
17275,7
19673,7
13116,6
28284,7
27776,1
9047,7
2164,6
30804,9
30156,3
8080,0
27384,4
8139,6 2
15002,8 4
25234,3 4
22107,0 4
9680,6 7
11155,4
19838,0
12735,3
2632,2
12079,2
5527,7
27310,2
20837,3
773,3 4
169,1
14524,3 4
16963,4
14004,6
30399,3 4
13823,5
4391,4
16561,6 4
3279,1 4
19423,4
25368,6
22028,2 4
14715,2
21712,7
26764,3
15236,7
23139,0
8846,3
20403,6 2
8485,6 4
3051,7
22454,1
24333,4 7
8519,6
344,6
20185,6 9
14948,4
26349,4
18266,4
16246,6 2 4
30454,2
4373,4
17386,6 7
14355,4
14978,3
7242,0
25862,4
15647,3
30807,6
28512,6 7
19672,6 7
27246,0
24043,0 4
8284,6
26050,1
23251,0 2 4
5945,4
25990,1
20267,2 4
3219,2
20355,0
15546,2 4
6047,6 2
24869,2 4
18712,6 4
8313,9 7
6628,4
12152,7
14863,6
4599,2 4
7123,6 4
65,0
16242,9
18116,9
17295,6 4
19204,4
25144,7
11162,8 4
11037,0 2
12797,2 4
2726,9
7600,5
17689,6 7
14026,4
28834,0 9
1836,2
1406,1
30405,4 7
10416,6
12812,2
5433,1 4
8977,4
27380,4
27378,1 2
21028,0
16414,5 4
4691,8 6
28528,4 7
7688,8 6
2600,6 2
2536,9
8712,6
24988,4
28636,6 4
19145,6 4
4112,6 4
12723,4
7995,4
25242,4 7
28038,7
19380,4
10895,6 4
16393,4
20615,6
3521,7
5607,4
18094,4
10498,2 4
22867,6 1 4
25986,1
15521,2
2236,2 4
11758,1 4
8563,1
7138,4 7
29543,6 4
16783,0
23995,4
8542,6 4
20528,0 5 4
17763,0
27743,4
3297,8 4
12376,6 4
25098,2
17653,9
4814,0
4046,6 1
21848,3 4
20866,3 1
9517,2 4
17734,9
26615,3
21112,1 4
27486,8 6
27631,4
30952,6 5
2969,1
2852,6 1
23532,9
7582,9
22803,8 4
14652,4
27065,6
8500,5
1111,6
22511,0
5199,3
1614,4
7739,2
15320,1 5
6826,4
2938,2
7063,6 4
27347,6
1330,2 4
16847,3
17258,5 4
2168,5
24361,6
26962,2 4
3211,3 0
12935,9
4490,6
18899,0 4
18917,8 4
22865,6
20551,4
10027,6
15823,0
19651,0 2
25189,3 4
10225,6
2616,4 7
2163,5
5769,6 7
8355,6 4
13680,6 7
7190,1 7
23311,0 9
19685,9
13452,4
17319,5 4
23501,9
6310,6 4
24359,2
15134,2
6467,1
1368,6 9
24814,2 4
30439,5 4
13558,1
24008,4 7
16200,7
8969,6 7
23318,3 2
29416,6 3
27860,3
8856,3
2266,6 7
25038,8
15769,5 4
28317,7
19846,2 4
28481,6 4
21772,4
15032,6
12671,4
1640,0
11180,3 4 7
2230,4
20566,0 5
6888,8 4
9084,1
20326,6
5979,2
20025,1
8979,8
13296,5 7
11012,1 4
29175,5
6528,5
549,6 7
16121,6 7
18034,1
2245,6 4
30126,4
25723,1
16657,0 4
8034,1 4
3222,0
4873,2
2857,5
3388,7
669,3
27544,2
19784,4
24680,2 4
11025,0 4
16506,4
14469,6 4
6547,6 1
13103,3 1
29167,6 0
30635,9
16351,6 4
29689,0
30296,9 7
7910,4
5062,3 4
4792,0 4
19393,8
24878,4
28717,8 4
2957,6
18469,6
9735,4
5141,7
12180,2 4
12204,0
27168,0
11,6 4
26855,0 4
23366,2 4
17811,6 4
23482,6
14116,7
12452,6 2
885,6
15251,4
17446,4
11404,3
256,4
6028,6 4
25271,6 7
24755,4
4369,6
20592,0 4
2033,0 4
7170,6 0
7,4
83,6 9
21363,3
5511,3
5897,6 7
15289,5
24887,4
1164,6 2 4
28390,1 4
7168,3 2 4
512,6 7
27192,4
17915,2 4
15957,9
7931,4
18149,3 4
20901,0
15850,6 4
13099,5
26748,2 4
2879,9
24816,6
17812,8 4
4410,6 4
6140,6 7
17670,5
7611,3
18925,9
11733,6 2 4 7
22644,0
7791,0 5
27975,3 9
27722,6 3 4
36,6 4
768,6 7
682,5
26175,6 4
26968,6 4 7
13754,4
3776,4
17566,8
15464,6 4
5145,6 4
12599,6 2
21583,1
18418,6 4 7
7992,4
28600,0 4
13585,8 6 4
10958,5
4145,6 4
825,1
16466,0 4
18663,4
28267,6 4
10118,1
10242,4
21269,2 4
24067,6 0 2
1925,1 4
6451,6
26583,8
28999,6 9
18467,6
8571,2 4
23626,5
8474,1
4890,0
18317,4 7
23195,6 4
5895,6
15584,4
13476,6 5
13079,0 4
30223,3
30158,7
11868,9
13176,4
10866,3 9
15028,8 4
8202,4
4340,6 4
28805,1
2635,7
5810,7
24413,6 4
628,8
21597,4
15229,6 4
8482,5
8943,6 9
17468,6 4
30923,2 7
9214,0
28373,4
21969,7
22545,6 4
26102,6 4
547,6 4
19578,4
11535,6 0 4
10530,6 5
7223,6
22485,2 4
17917,1
29462,6
14930,6 4
14288,0 4
11003,6 4
21511,7
15762,0
25802,8 6
21391,6 4
12971,8
19017,6
2132,6 4
12850,1 4
4487,3
14675,0 4
24598,6 9
3509,2 4
16630,6 4
12774,0
10117,6 4
1373,4 7
21957,8 4
7780,6 4
20506,6
14468,6 4
22054,6 3 4
22070,4
8418,4
3400,6 4
26619,2 4
29633,6 4
10733,2 4
8596,4 7
11789,9 7
7307,3 4
7087,0 2
3658,8 6
19633,9
21248,3 4
29444,4
20639,2 4
26389,0
180,6 4
30515,6
18613,8
21952,6 4
22599,3 4
14860,4 7
23136,6
28069,1 4
16065,9
974,6 9
16392,6
26456,6
13948,7
19336,0
23896,6 4 7
7658,6
3547,9
4795,2 4
4377,7
12364,6 3 4
24708,4
19785,4 7
15272,6
25977,4
20040,4
17563,6 4
10971,4 7
15360,8 0
20244,4 7
24523,6 4
23765,9 4
19413,1 4
1790,3
28887,4
7916,6 2
6649,3
28548,6 5
14182,4
10874,4
2636,2 4
29814,2 4
21251,2 4
2975,2
8419,0
27309,6 2
20897,4
11688,5
3605,3 4
23431,2 4
5909,8 4
19100,4 7
1004,1
21702,1
10042,6 9
29264,6
13066,2
25036,6
22165,4
7331,1 4
6607,4
26204,6 4
27337,2
5709,2
26909,2
13546,6
19634,0
13727,8 4
2947,6
21631,1
25484,7
22553,9
1018,9 7
3329,2
17092,2
5060,1 4
10877,4
4114,0
6579,6 3 4 7
29773,4
22944,2 4
22974,2
21654,6 2 4
7574,4 7
27462,6 5
26999,6 4
11577,4
6834,4
14553,7
11007,3
6273,2 4
5405,5
25755,6 4
11804,6
8818,0 4
1226,4 7
4311,6 4
10160,4
18784,0
26467,6 5
15934,2
23142,6 4
16647,0
16301,2 4
27666,2
23818,6 2
12874,1 4
26159,6 4
12747,3
9106,0
23247,3
9234,4
26203,2 4
20679,8
18966,8 6 4
7366,6
9881,5 4
13260,6 4
22985,4
11186,4 7
989,5
8259,6 1 4
11996,3 4
19561,2
29962,4
21934,6 4
17524,6 4 7
7946,6 4
3891,6 1
4544,4
3829,2 4
6355,5
16680,6 4 7
19728,8
494,7
1286,1
22128,2 4
23838,7
18103,6 4
13789,7
13219,0 4
6939,9
3061,8 4
28187,2 4
28185,7
5217,0 2 7
26232,4
28640,4
24054,8
3369,8
25969,4 7
12826,2 4
30948,3 4
18323,6 2
17156,6 1
28229,6 3 4
13004,3 4
23483,0
14578,0
11995,7
315,4
18803,6
26534,5 4
28718,6 3 4 7
17220,5
19039,8 1 4
9639,8
5454,6
16540,6 0
6053,3 4
345,6
25221,5
28241,8 4
13445,6
10285,7
18010,6
7906,5 4
24484,3
24543,5
7868,9
16126,2 4
14243,2
12223,7
13133,0 4
875,6 4
7163,4
9282,4 7
17895,1
16044,4
20779,3 4
20625,6 4
17393,6 4
10853,9
588,1
18948,1
24116,8
17681,6 7
820,0 4
11563,0
26135,4
18119,8
7343,6 3 4
26060,7
8027,4
19818,5 7
23557,4
558,2 4
10063,6
23533,6
2647,7
18312,5
19504,4
13,9
21699,6 2 4
7616,1
2532,6 5
30529,3
7862,6
20691,2 4
30391,6 4
30024,1
19186,6 3 4
24001,6 1 2
6247,6 4
29580,6 4
21306,4
25130,6
19737,4
27455,6
28671,6 4
14067,4
14378,8
13574,2 4
20806,6 1 4
4879,9 7
3379,0
4093,4 7
8351,4
28254,4
12906,9
26814,3 4
21879,6 4
16172,4
4920,5 4 7
8577,6
22697,3
17601,3
19105,6
28763,6 4
3392,6
16432,1 4
13691,2
3881,6 2 4
9573,3 4
29216,8 4
14011,8 2
19421,6
6128,2
2822,0
18832,5 4
22021,6 4 7
3331,8
12426,8 4
16652,0 4
6604,3
29520,8
410,9
20972,3
4818,9
7250,6 2 4
13599,4
22413,6
6774,4
26221,9
265,7
120,6
22794,9
17971,2
26014,7
17247,8 4
10728,6
10893,6 4
5875,3 4
27082,4 7
20996,0 4
11525,4
28458,2 4
30625,6 4
20286,6 4
16894,6
10101,6 2 4 7
24533,7
7632,6
26781,5 4
21333,0
10520,0
15457,0 4
17961,0
26191,5 4
247,9
4848,6
26257,4
19304,1
7193,0
4667,1
20317,7
8697,1
12372,4 7
2747,3
20397,3
23814,0 4
3169,8 6 1
20399,8
22316,6 4
7572,6 7
339,8 6 4
14559,2 4
6305,6
13046,6 4
16825,2
7756,7
17428,1
23042,8
24380,9
14377,6 4
21576,3 4 7
28334,3 5
15067,2
2534,6
4774,6 4
14171,2 4
27867,9
8396,6 4
26035,4
14070,8
12804,9
6499,2 4
23105,6
731,6 4
8075,8 6 4
5436,4 7
11092,8 6
8678,6 2
14641,7
29950,0 2
4644,3
13177,4
8321,6
15107,6
2463,1
9228,1 4
20881,2 4
13425,6
19915,6 4 7
12568,6
18184,7
5551,2 4
22757,4
28160,8
7842,2 4
22901,4 7
26653,6 3 4
12498,4
12884,6 4
25918,1
21289,1 4
25106,7
7533,9
6228,3 9
30072,2 4
16986,5
22006,1
23066,2
22727,6 4
22586,1
3132,4
22533,3
14966,6
8783,6
29459,6 9 2
11468,3 4
24363,6 4
19313,4 7
22389,6 2
14446,6 4
7417,6 4
11131,6 4
6069,0
14770,4
3274,4
25675,2 4
6885,1 4
15159,8 7
19929,6 1 2
28847,6 4
17929,0
14804,1 4
7594,2
17031,4
29250,3
23480,8
25183,2 4
15051,4
6890,4
11873,3
15031,1
1335,3
9077,6 2
12639,2
16650,4 7
17608,6 9
1656,4
12054,1
16388,0
8470,7
23061,5 4
13788,8 6 4
5496,3
14352,2
21499,7
12511,4
27837,7
1461,6 2
4275,9
18378,6 4
30549,2 4
16355,1
11681,6 4
28564,6 5
28563,1 4
2156,6 3
1033,3 5
26123,5 4
15190,4
2395,6 9
30506,4
1346,9 2
8970,6
8083,6 2 4
23658,3
24728,8 4
3295,4
25116,0
6463,9
12149,6
16326,0
10165,1
1168,6 4
11150,3
17159,4
5988,0 4
24262,6 1 5 4
6518,6 4
6623,5
12182,0 4
23582,6 1 4
24203,6
22334,6
28906,8
28507,9
4646,1
14132,0
3782,4 7
27398,3
8829,2 4
1923,6 4
26818,6 3
2371,8
12074,6 5
12997,6 4
22917,8
8561,4
24813,4
29207,7
20313,4
909,1 4 7
23170,4
28572,6 9
9520,1
374,8
6274,6
7514,6
11218,1
22223,4
27710,9
20288,6 4 7
30486,9
24846,6 1
25727,6
8682,1
7751,4 7
24122,8
5580,6 3 4
18007,4
24941,8
12184,6
24725,2
25511,4
19286,6 5
21604,6 2 7
17294,1 4
2124,5
11001,4
21466,0
20098,6 7
16080,4
7538,6 4
450,2
26156,4
29108,4
20555,1 4
6010,4
11391,6 7
3434,6
21592,6 1
16213,3
11833,6
3473,6 1
23231,0
8066,2
4946,5
14123,7
4321,6 4
30300,8 4
26016,0 2 4
455,1
19453,4
29373,4
22705,6
12896,1
2248,0
4799,1
21612,0 4
19990,4
14472,0 4
20197,6
1735,1
8031,6
22915,0
8606,1
4810,4
14271,4
4254,4
640,2
3011,4
13589,0
5663,8 6 4
1343,6
22117,6
3796,6
4565,1 4
29417,9
19955,6 0
11849,4
16048,2
3676,9
19497,1
24112,9
7845,8
5637,7
29046,4
28865,3
4206,6
17224,9
317,0 2
4095,0 2 7
6606,6 4
407,6 2 4
4397,0
14273,6 4
2760,4
28459,3
27643,9 7
20588,4
6414,5 4
18684,3
29930,5 4
15767,6 7
2778,6
4385,5
23208,4 7
13774,4
6020,3 4
19781,6
15253,0
12166,5
23879,4
1601,9
5434,1 4
6011,6
14976,9
3860,6 1
7814,6 4
19841,4
12880,6 1
9391,2 4
16593,6 2 4
3544,8 4 7
24230,2 4
3181,0
30004,4 7
15241,6
8184,5
3124,4
3022,2 4
12192,8 1 4
5263,8
27426,4 7
9288,3
7652,2
25419,4
11441,3
17312,8 2
15281,1
17591,2 4
3600,5
19807,6 3 4
16399,8
8293,3
357,9 5
29348,6 2
224,0 4
16610,3 4
2661,4
14582,6 7
21884,6 4
22693,6 2 4
30033,6
17118,3
827,6 7
11513,5 4
27634,9
28891,1
14822,1
11401,4 7
1856,3 4
11947,8
6691,5
19324,8 4
17395,9 7
2818,6
2959,6
16120,8 4
13266,4 7
21785,6
4146,3
29355,6
28919,6
30928,9
19495,6 1
12624,6 4
20547,1
14416,6 4
28985,6 7
7107,6
15827,6
24722,0
13193,4
7725,6
23535,1
7204,3
29517,6
19207,6 9 7
6942,6 4
21799,4
13508,6 2 4
15125,2 4
13028,6 4 7
19681,0
18844,8 6
24993,6 0
27118,3 4
12230,6
13144,6 1
28542,6 4
5699,3
26875,7
10239,4
14045,5
5271,0
9628,6 4 7
25541,6 4
6178,4
3036,7
3975,8
27715,0
6698,9 4
18642,9
15073,4
14842,6 4
19183,6 1 4
30352,9 7
16152,6 4
14740,8 6 4
3016,7
26714,4
2831,6
25251,8 2
6201,6 2
19903,3
19092,6
22494,5
6313,6 7
18892,9
1537,3 4
30346,4 7
25510,7
28376,2 4
23703,1 7
21788,9 7
5225,0
1242,6 4
8614,3
12937,2 4
26899,6 4
2073,6 4
16077,3
21554,7
4002,2 4
21643,4
9463,4
23188,2 4
3419,6
17120,6 7
16321,4
28510,6
19139,2 4
1943,2
9874,4
11579,1 4
6245,7
8165,6
27369,4
19271,6 4
20183,3
1440,8
9903,2 4
20690,5
22298,6 4
24850,4
21729,0
10050,7
18515,6 1 4
13869,8
11590,6 4
31034,1
124,6 4
5136,8 4
21980,0
12922,6 4
17866,4 7
28126,4 7
6206,3
7601,3
17488,7
18602,6 4
10709,6 0
21459,7
13992,9
30749,1 4
3704,2
126,1
30481,6
29083,8 6 4
7697,3
10634,1 4
9662,7
26377,2
1362,4
11585,7
19579,0 5 4 7
9031,6 4
4865,3 4
5621,0 4
8350,0
6169,3 4
13469,6 4
27038,7
10607,0
10933,6 3
29310,6 2 4
1170,1
16866,7
1770,2
10183,0
15105,4
31009,3 4
16764,5
31024,0
884,1
23040,6 3 2 4
22307,6 4
7100,3
28730,0
16513,6 4 7
16554,2
734,4 7
11236,4 7
18859,9
2645,6
7408,3
15493,4
19294,6 7
1253,5 4
13895,8
11560,6 4
9510,2
24376,6 2
24820,6 7
23887,6 4
24449,4
14420,4
5175,1 7
14330,4
14258,4
13377,0 4
5292,6
28677,6 1 4
3923,2 4
21463,3 4
27750,2
29,6 3 4
20974,4
5755,8 4
24683,6 2 4
10170,4
27770,4
8919,6 2
20058,6 4
4941,6
16003,3
14743,6 4
16792,4
17081,6 4
7519,2 4
5652,6 4
14993,2
15352,3
7433,3 1
22230,2
21898,6 4
9521,1
17466,8
17503,6
30997,7
13517,6
5913,6 7
22743,0 4
215,6 7
20822,3 2 4
11961,9
13563,4
30234,6 3 4
1933,6 4
18294,6
9960,4
4648,6 0 4
17121,6 4
29932,2 4
10907,6
30243,0
11723,8 0 7
20858,0
13249,1
17923,5
21004,3
17012,1 7
3246,9
1147,3 2 4 7
18960,2 4
10450,6 9
17192,7
12379,4
28623,6 1 4
16251,5
18041,1 2 4
2663,0
650,4 7
17242,7
4015,4
27998,6
23554,6 5
18620,6 1 2
6235,6 4
26798,6
7305,6 4
4504,4
29861,6
4006,2
1949,6
941,6 4
12667,7
13601,9
22748,6 9
22740,0 4
11117,6 9
9230,6 4 7
11571,3
26796,1 4
14316,8
1687,3
20529,6 7
23341,2 4
25062,4
5601,6 4
10150,6 4
9599,0 4
10963,8 6
605,6 3
28963,6
15185,4 7
20851,3
14935,6
28893,1
7473,4
22187,6 4
8403,0
10511,2
21442,4 7
10310,4
23759,2 4
12660,6 4
30134,9
19887,4 7
10125,8 4
24872,1
13785,6
21395,4
8605,9
11682,0
7998,6 7
18702,5
6889,6
29484,8 4
25875,9
15911,6 4
23570,0 2
8253,2 4
4393,4 7
12679,9
30562,6 9 2
15313,9
17946,3
27359,0 4
24907,3 4
6924,3 4
2858,4
7539,8 2 4
16697,4
26832,3
24149,9
16163,6 7
7800,6 4
4756,4
11917,3 4
6811,2 4
27388,4
5795,3 4
24245,7
13843,4
8589,2 4
19905,0
5859,2
24876,4 7
2341,0 4
9630,6 1
7379,7
5727,0
14767,1
18539,0 4
12772,6
10865,1 4
19555,3 4
4277,2
2634,3
14753,5 4
29366,6
12057,6
25105,6
5642,4 7
23421,4
13528,0
15607,9 4
2289,6 5 4
19316,5 4
17417,4
15210,6 5
3039,2
1853,5 4
15897,4
15100,7
13979,6
3833,6 9
26442,6 3
1965,6
10959,1 2 4
5766,4
2447,9 7
27590,6 4
8292,6
16591,6 4
9798,4 7
4685,6 2 4
29674,4
19563,5
11013,6
20280,5
4479,4
30482,6 4
14730,0 4
19007,6 7
7426,6 1
27638,4
28050,4
8650,6 3 4
13187,4
18940,6 4
17551,0 4
2130,3 4
28073,7
14612,4
5428,6 4
15598,6
18659,2
17610,2 4
25381,4
25177,0
24839,6 4
1204,6 4
26623,6 4
16317,6 4
8035,6
23210,6 1 4
29038,6 4
11517,6 1
3202,1
15981,4
13587,4
4365,1
2334,6 4
16359,0 4
29188,1
14683,0
2542,9
14527,6
17001,4
16034,6 7
22045,0 4
23821,2 4
29003,4
13509,0 4
952,6
18485,5 4
18190,0 4
660,4
17035,4
18400,4
29474,6 3
15273,3
1053,6 5
17696,4
4802,1
14802,2 4
1868,6 4
4433,6 4
11273,1
10344,4
6253,6 4 7
5759,7
24187,6 1
19085,6 5
15425,6
22961,1 4
9559,6 7
23665,0 4
19653,1 4
10988,9
23880,6
27245,6
19549,6 7
16671,6 4
577,6 4
23063,0
984,3
30298,6 4
13488,6
23180,9
24743,6 7
29102,6 4
12704,6 4
4925,6 7
14882,1
21668,3 1
15020,6 4
9199,1 4
19436,4
16362,2 4
3965,0 1
29270,8 6 4
27466,4
998,6 7
8209,4
2970,4
29263,2 4
29468,6 7
25357,5
18287,4 7
11715,6 5 4
5341,0 2
24583,6 3
12326,6 4
16617,6 4
3862,8 4
29435,3 2
22909,6 0 4
23906,2
19798,7
1727,4
7323,4
6180,4
16822,6
25981,1 7
9793,4
9845,6
19839,4
13048,6
23201,4
24684,8 4
1498,5
8912,5 4
16278,1
5027,7
11866,6
8603,8
10288,0 4
14543,3
10745,1
21598,8
28729,0
1538,2
7710,6
25623,3 4 7
1630,1 4
9523,4
26474,9 4
22678,4
24628,4 7
5883,4
1310,2
16957,6 4
13169,8 7
28513,6 5 4
28760,6
25331,3
27812,6 4
14898,7
26502,6
11635,6 4
30250,6 4
2058,2 4
19326,2
23032,7
19852,6
4122,6 9
28858,6
15148,6 4
13555,4
18730,4
5381,0 2
26756,2 4
28727,0
1700,0
4052,6 4
23568,2 4
10144,9
26944,4
23041,9
10685,2
18685,9
7263,4
22314,7
1145,4 7
6633,1
16961,1
26352,9
4194,4
16772,4
26746,6 4
8887,0 2
29500,7
18127,7
8262,0
15988,6
4678,3
18488,6 0 4
23404,0
5003,4
18372,0 4
17882,6 4
10665,6 3 1
23697,5 4
4594,0 4
10654,9
9079,7
6712,5 4
5844,1
18168,3
8363,4
6674,4 7
27962,6 4 7
12592,4
28789,3 4
9011,0 4
25566,4 7
6432,6
5469,7
18304,6 4
14846,2
17265,3
10914,6
10373,0
10228,3
5841,0
20392,1 4
20652,0
994,6
14892,6 4
20697,9
14648,2
22464,0
24088,6 4
14315,3 2 4
12581,4
14687,6
25687,4
7816,6
22541,6 7
22033,1 4
216,0
29708,6
28652,9
18490,6 3
4525,8 6
19656,3 0
1873,3 4
14585,3 2 4
27261,7
6621,6 1
4554,6 4
25483,0 4
21924,6
17669,8 4
10956,1 4
28206,4
15216,4
19093,2
25544,6 7
26598,8
3748,6 2 4
14462,1
2234,4
5627,4
11672,9 7
24831,9 5
27641,6 4
29488,4
20248,4
582,6 4
25684,1
27276,3 1
11255,6
26481,6 4
13001,4 7
8459,2 4
12306,2 4
10458,3
14624,6
6183,1
30650,5
18505,5
19040,2 4
5443,8
30312,6 4
10009,3 4
27684,0
29118,6
27780,4 7
17264,2 4
3661,6 5 4
25019,3 4 7
19384,1
7342,8
28122,6 2 4 7
18681,9 4
25444,4 7
21718,2 4
8903,6 4
18166,6 4
29599,6
2916,4
15349,4
7338,3 4
9993,0
27473,6 3
27833,7
18908,2 4
8498,0
29595,3
30047,3 4
20914,7
26817,6 9
9029,1 4
19679,6 4
23235,0 2
7516,0
24549,2
11156,6 4
404,5
16692,6 7
24336,6
22047,2
3045,5
30083,6 4
30679,3
29114,6
3212,6
15716,2
8663,4 7
3561,0
17668,0 5
11105,4
31007,4
19573,6 4
3751,6 3
20226,6 1
4310,3 4
19662,0
16239,9
22380,9
20558,0
21013,1 4 7
5186,7
26603,4
7928,3
29351,8 6
2961,1
16988,4
23218,0 4
21805,3 4
14526,7
8304,6
25159,9
6218,4
19362,5 4
11916,9
9751,4
19647,6 3 4
30078,3 4
325,7
16598,4
20177,6 4
20249,4 7
4459,0
24345,7
20793,0
12700,0
23573,6 4
30155,0 4
27454,8
28802,6 1
7927,0
19416,7
24172,4
16885,9
4598,4
25145,6 4
15802,5
26378,2
22394,9 4
11260,0 4
16331,6 4 7
20196,6 4
25083,6 4 7
23688,7
27104,7
10340,2 4
10641,5
20610,6
25067,8 6 5
25613,4
23391,3
21695,2 4
7097,0
27717,1
369,8 4
3377,2
4427,6
27355,6 4
20436,5
1347,8
17837,5
21436,6 4
28931,5
23249,6
5723,6 7
1776,3
30273,2
28323,8 6
21974,7
21922,3
21118,4 7
21720,6 7
26729,4
10289,4
22927,2
7896,2 4
14362,9
2698,0 4
28163,6 3
386,0
10432,3 4
620,7
14492,4
27221,0 2
27096,6 4
114,9
27259,1
13864,6 4
18838,6 4
29764,9
16873,5 4
15517,9 2
5286,3 2 4
10742,7
20950,8
16304,4
2978,8 4
14598,4
17355,1
11128,4
27265,8
22719,6 2 7
14904,5
3292,4
18890,4
9718,6 2 4
3233,0 5
30242,6 0
14644,1
6216,6
4749,0
20416,0
27660,6 3
26744,4
8995,4
25441,8 7
12,6 4
18747,4
22257,5
27292,8 6
25307,6
13307,1
4704,6 4
11349,6 4
20350,3 4
7546,4
4165,2 4
21916,6 2 4
12134,9
8848,5
14640,6 3 4
6316,6 2 4
14422,6 4
30946,4
3428,6 7
25176,8 4
20598,3 4 7
28168,1
10563,1 4
10172,5 4
24046,3 4
23698,5 4
21694,6 1 4
22698,6
20155,9
11932,4
18388,0
13669,5
13667,6 4
27587,6 4
7374,6 7
14302,4
19843,7
22212,1
10677,8
24239,5 4
16458,0 4
30284,6
9388,4
16865,6
18529,4
26242,9
24724,4
20633,6 2
12990,6 4 7
1270,4 7
20757,3
23222,5
23826,6 4 7
28366,5 4
6103,6 4
7126,6 4
26867,0
18051,0 4
642,7
18466,6
8735,6 4
25693,9
3984,3
9552,2
3537,2
28333,2 4
30469,3 4
23309,6 7
30094,7
29807,0
25154,0 4
25080,0
24155,6 2 4
145,1
19609,6
5368,5
12548,4
30825,0 4
2908,2
24289,5 4
27186,8
3940,0
9549,9
9855,7
14135,6 9
4451,6 4
30194,3 4
23950,2 4
351,9
20417,0
22668,0
9969,3 1 4
17030,4 7
12427,3
19159,4
23018,2 4
28786,4 7
29251,4
12959,4 7
3401,5
26537,0 4
9592,5
17394,1 4
12069,1
18356,3 4
20886,6 5
28565,0 2
8884,4
5688,6 4 7
15965,6
29511,9
4011,5
6109,6 7
8464,6
22530,4
12013,4
11527,1 4
15007,6 4
15268,6 4
28541,5 4
7869,3 4
15912,3 4
6775,4
6362,6 4
29059,4
12399,8 4
11990,4
15196,6 1
16530,6 1 4
26843,8 6
29705,3 2 4
29766,6 1
28923,6
16491,4
7654,4
8831,4 7
18245,2
11376,6 4
15724,4
29407,7
1054,2
2481,4 7
8552,4
15119,4
16211,2
29259,3
19556,1 2 4
7247,5
6743,0
25659,6 2
28066,4 7
13367,6 1
26894,4
23727,4 7
21855,4 7
19030,3 4
511,5
30442,4
2331,5 4
18423,8 1
26951,8 4
29847,4
5321,4
5410,5
10889,2 4 7
6668,4
17399,3
4481,5 4
10571,4
